,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",State,Arson
68,York,2.0,0.0,2.0,0.0,0.0,34.0,6.0,22.0,6.0,nebraska,0.0
69,,,,,,,,,,,nebraska,0.0
0,Augusta-Richmond,845.0,18.0,,323.0,438.0,8643.0,1637.0,6560.0,446.0,georgia,0.0
1,Bartow,338.0,0.0,,33.0,278.0,2181.0,508.0,1451.0,222.0,georgia,0.0
2,Bibb,756.0,15.0,,261.0,427.0,7934.0,1939.0,5395.0,600.0,georgia,67.0
3,Brantley,40.0,0.0,,5.0,28.0,478.0,119.0,344.0,15.0,georgia,0.0
4,Brooks,35.0,0.0,,4.0,31.0,179.0,50.0,118.0,11.0,georgia,1.0
5,Bryan,93.0,2.0,,1.0,85.0,269.0,74.0,188.0,7.0,georgia,2.0
6,Burke,55.0,3.0,,0.0,52.0,447.0,103.0,325.0,19.0,georgia,0.0
7,Butts,90.0,1.0,,7.0,80.0,368.0,71.0,276.0,21.0,georgia,0.0
8,Carroll,165.0,1.0,,21.0,124.0,1398.0,484.0,786.0,128.0,georgia,16.0
9,Catoosa,74.0,2.0,,8.0,59.0,904.0,165.0,584.0,155.0,georgia,7.0
10,Cherokee,123.0,4.0,,15.0,79.0,1568.0,286.0,1256.0,26.0,georgia,5.0
11,Clarke,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,georgia,0.0
12,Clayton,6.0,0.0,,1.0,5.0,27.0,5.0,19.0,3.0,georgia,0.0
13,Clayton County Police Department,1504.0,39.0,,603.0,700.0,8686.0,2348.0,5081.0,1257.0,georgia,16.0
14,Cobb,79.0,0.0,,8.0,66.0,39.0,8.0,31.0,0.0,georgia,0.0
15,Cobb County Police Department,1262.0,16.0,,461.0,697.0,11609.0,2184.0,8490.0,935.0,georgia,33.0
16,Columbia,65.0,8.0,,17.0,31.0,1952.0,202.0,1680.0,70.0,georgia,4.0
17,Coweta,116.0,0.0,,25.0,75.0,1372.0,336.0,940.0,96.0,georgia,6.0
18,Crawford,23.0,0.0,,2.0,19.0,252.0,62.0,167.0,23.0,georgia,0.0
19,Dawson,24.0,0.0,,2.0,16.0,442.0,73.0,331.0,38.0,georgia,1.0
20,DeKalb,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,georgia,0.0
21,DeKalb County Police Department,3452.0,76.0,,1595.0,1643.0,23887.0,6024.0,14072.0,3791.0,georgia,141.0
22,Dougherty,1.0,0.0,,0.0,1.0,171.0,0.0,171.0,0.0,georgia,0.0
23,Dougherty County Police Department,44.0,0.0,,8.0,33.0,308.0,107.0,183.0,18.0,georgia,0.0
24,Douglas,235.0,7.0,,60.0,155.0,2636.0,488.0,2015.0,133.0,georgia,6.0
25,Echols,3.0,0.0,,0.0,2.0,27.0,12.0,14.0,1.0,georgia,0.0
26,Effingham,41.0,0.0,,7.0,28.0,435.0,192.0,199.0,44.0,georgia,0.0
27,Fayette,33.0,1.0,,11.0,17.0,405.0,104.0,276.0,25.0,georgia,0.0
28,Floyd,16.0,0.0,,4.0,11.0,81.0,21.0,56.0,4.0,georgia,0.0
29,Floyd County Police Department,84.0,1.0,,11.0,55.0,1216.0,351.0,754.0,111.0,georgia,10.0
30,Fulton,11.0,0.0,,1.0,8.0,11.0,0.0,11.0,0.0,georgia,0.0
31,Fulton County Police Department,1067.0,18.0,,333.0,664.0,6005.0,1146.0,3863.0,996.0,georgia,4.0
32,Glynn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,georgia,0.0
33,Glynn County Police Department,201.0,2.0,,36.0,153.0,1852.0,422.0,1316.0,114.0,georgia,5.0
34,Gwinnett County Police Department,1738.0,24.0,,745.0,817.0,14726.0,3182.0,10384.0,1160.0,georgia,53.0
35,Hall,215.0,3.0,,27.0,163.0,1999.0,413.0,1368.0,218.0,georgia,24.0
36,Haralson,125.0,1.0,,3.0,120.0,456.0,146.0,271.0,39.0,georgia,1.0
37,Harris,41.0,0.0,,1.0,39.0,227.0,90.0,119.0,18.0,georgia,2.0
38,Heard,20.0,0.0,,1.0,19.0,122.0,40.0,60.0,22.0,georgia,0.0
39,Henry,0.0,0.0,,0.0,0.0,135.0,0.0,135.0,0.0,georgia,0.0
40,Henry County Police Department,334.0,7.0,,120.0,168.0,4136.0,994.0,2697.0,445.0,georgia,12.0
41,Houston,127.0,0.0,,11.0,107.0,1087.0,206.0,828.0,53.0,georgia,0.0
42,Jasper,56.0,0.0,,2.0,54.0,166.0,56.0,98.0,12.0,georgia,0.0
43,Jones,21.0,0.0,,6.0,14.0,418.0,130.0,254.0,34.0,georgia,0.0
44,Lamar,18.0,1.0,,2.0,14.0,135.0,25.0,89.0,21.0,georgia,0.0
45,Lanier,28.0,0.0,,0.0,25.0,122.0,23.0,91.0,8.0,georgia,0.0
46,Lee,40.0,0.0,,8.0,28.0,576.0,112.0,452.0,12.0,georgia,0.0
47,Liberty,99.0,0.0,,8.0,90.0,276.0,79.0,176.0,21.0,georgia,0.0
48,Lincoln,25.0,2.0,,1.0,20.0,178.0,31.0,140.0,7.0,georgia,0.0
49,Long,7.0,1.0,,2.0,3.0,171.0,77.0,77.0,17.0,georgia,0.0
50,Lowndes,91.0,0.0,,6.0,82.0,720.0,229.0,440.0,51.0,georgia,0.0
51,Madison,58.0,0.0,,8.0,43.0,436.0,125.0,270.0,41.0,georgia,5.0
52,Marion,2.0,0.0,,0.0,2.0,30.0,17.0,10.0,3.0,georgia,0.0
53,McDuffie,31.0,0.0,,7.0,20.0,235.0,103.0,117.0,15.0,georgia,2.0
54,McIntosh,23.0,0.0,,7.0,12.0,285.0,83.0,183.0,19.0,georgia,2.0
55,Meriwether,43.0,0.0,,3.0,38.0,254.0,72.0,173.0,9.0,georgia,2.0
56,Monroe,22.0,0.0,,0.0,21.0,355.0,90.0,236.0,29.0,georgia,1.0
57,Newton,364.0,7.0,,43.0,300.0,1412.0,377.0,862.0,173.0,georgia,0.0
58,Oconee,39.0,2.0,,0.0,37.0,507.0,84.0,404.0,19.0,georgia,0.0
59,Oglethorpe,46.0,0.0,,3.0,39.0,293.0,61.0,214.0,18.0,georgia,0.0
60,Paulding,185.0,1.0,,17.0,157.0,2230.0,418.0,1540.0,272.0,georgia,40.0
61,Peach,26.0,2.0,,3.0,17.0,257.0,83.0,151.0,23.0,georgia,0.0
62,Pickens,64.0,0.0,,0.0,59.0,345.0,77.0,226.0,42.0,georgia,0.0
63,Pike,12.0,0.0,,0.0,11.0,228.0,41.0,178.0,9.0,georgia,0.0
64,Rockdale,171.0,4.0,,30.0,122.0,1628.0,320.0,1187.0,121.0,georgia,9.0
65,Spalding,147.0,0.0,,18.0,116.0,1220.0,289.0,809.0,122.0,georgia,2.0
66,Terrell,10.0,1.0,,1.0,8.0,69.0,25.0,42.0,2.0,georgia,0.0
67,Walton,73.0,0.0,,10.0,55.0,795.0,171.0,542.0,82.0,georgia,0.0
68,Whitfield,204.0,0.0,,9.0,168.0,1424.0,349.0,953.0,122.0,georgia,11.0
69,Worth,36.0,0.0,,0.0,32.0,238.0,79.0,147.0,12.0,georgia,0.0
70,Baldwin,259.0,5.0,,12.0,239.0,638.0,154.0,453.0,31.0,georgia,2.0
71,Banks,57.0,0.0,,5.0,47.0,445.0,134.0,290.0,21.0,georgia,1.0
72,Ben Hill,29.0,1.0,,3.0,24.0,223.0,81.0,133.0,9.0,georgia,0.0
73,Berrien,14.0,0.0,,1.0,8.0,181.0,49.0,126.0,6.0,georgia,0.0
74,Bleckley,12.0,0.0,,1.0,11.0,151.0,34.0,109.0,8.0,georgia,0.0
75,Bulloch,28.0,1.0,,7.0,17.0,526.0,154.0,341.0,31.0,georgia,2.0
76,Calhoun,4.0,0.0,,0.0,4.0,9.0,1.0,7.0,1.0,georgia,0.0
77,Camden,25.0,0.0,,5.0,20.0,257.0,84.0,163.0,10.0,georgia,0.0
78,Charlton,12.0,0.0,,1.0,11.0,96.0,38.0,40.0,18.0,georgia,0.0
79,Chattooga,26.0,0.0,,3.0,21.0,346.0,101.0,233.0,12.0,georgia,0.0
80,Clay,4.0,0.0,,0.0,4.0,3.0,1.0,2.0,0.0,georgia,0.0
81,Clinch,8.0,0.0,,0.0,8.0,56.0,19.0,30.0,7.0,georgia,1.0
82,Coffee,65.0,1.0,,3.0,54.0,780.0,190.0,528.0,62.0,georgia,10.0
83,Cook,12.0,0.0,,4.0,7.0,112.0,31.0,72.0,9.0,georgia,0.0
84,Crisp,13.0,0.0,,2.0,11.0,363.0,52.0,304.0,7.0,georgia,0.0
85,Decatur,48.0,1.0,,2.0,41.0,254.0,81.0,163.0,10.0,georgia,0.0
86,Dodge,22.0,0.0,,2.0,19.0,284.0,86.0,187.0,11.0,georgia,0.0
87,Dooly,6.0,0.0,,1.0,5.0,81.0,11.0,56.0,14.0,georgia,1.0
88,Early,15.0,0.0,,0.0,14.0,84.0,21.0,55.0,8.0,georgia,0.0
89,Elbert,27.0,0.0,,0.0,26.0,295.0,99.0,166.0,30.0,georgia,0.0
90,Emanuel,10.0,1.0,,0.0,9.0,260.0,94.0,149.0,17.0,georgia,0.0
91,Evans,7.0,0.0,,2.0,5.0,26.0,17.0,6.0,3.0,georgia,0.0
92,Fannin,19.0,0.0,,1.0,18.0,289.0,103.0,161.0,25.0,georgia,4.0
93,Franklin,9.0,1.0,,1.0,5.0,234.0,58.0,161.0,15.0,georgia,1.0
94,Gilmer,65.0,1.0,,3.0,54.0,349.0,119.0,209.0,21.0,georgia,0.0
95,Glascock,4.0,0.0,,0.0,4.0,18.0,8.0,7.0,3.0,georgia,0.0
96,Gordon,106.0,3.0,,5.0,92.0,711.0,175.0,480.0,56.0,georgia,0.0
97,Grady,30.0,0.0,,1.0,28.0,181.0,79.0,91.0,11.0,georgia,0.0
98,Greene,15.0,0.0,,0.0,15.0,157.0,27.0,124.0,6.0,georgia,0.0
99,Habersham,50.0,1.0,,5.0,35.0,348.0,141.0,186.0,21.0,georgia,0.0
100,Hancock,19.0,0.0,,2.0,17.0,113.0,28.0,75.0,10.0,georgia,0.0
101,Hart,51.0,0.0,,1.0,47.0,294.0,87.0,200.0,7.0,georgia,0.0
102,Irwin,6.0,0.0,,0.0,6.0,100.0,40.0,54.0,6.0,georgia,0.0
103,Jackson,105.0,0.0,,7.0,92.0,756.0,120.0,601.0,35.0,georgia,0.0
104,Jeff Davis,25.0,1.0,,0.0,22.0,150.0,45.0,99.0,6.0,georgia,0.0
105,Jefferson,28.0,0.0,,1.0,24.0,100.0,49.0,45.0,6.0,georgia,0.0
106,Laurens,84.0,0.0,,2.0,77.0,504.0,162.0,297.0,45.0,georgia,1.0
107,Lumpkin,12.0,1.0,,3.0,1.0,443.0,101.0,321.0,21.0,georgia,3.0
108,Miller,2.0,0.0,,0.0,2.0,28.0,9.0,19.0,0.0,georgia,0.0
109,Mitchell,36.0,0.0,,1.0,33.0,258.0,65.0,184.0,9.0,georgia,0.0
110,Pierce,50.0,2.0,,4.0,39.0,247.0,82.0,162.0,3.0,georgia,0.0
111,Polk,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,georgia,0.0
112,Polk County Police Department,39.0,1.0,,5.0,29.0,590.0,167.0,340.0,83.0,georgia,0.0
113,Putnam,34.0,0.0,,0.0,33.0,358.0,94.0,258.0,6.0,georgia,0.0
114,Quitman,5.0,0.0,,0.0,5.0,36.0,15.0,21.0,0.0,georgia,0.0
115,Rabun,14.0,0.0,,0.0,14.0,260.0,62.0,189.0,9.0,georgia,0.0
116,Randolph,15.0,0.0,,1.0,14.0,53.0,24.0,27.0,2.0,georgia,0.0
117,Schley,2.0,0.0,,0.0,1.0,20.0,6.0,13.0,1.0,georgia,0.0
118,Screven,13.0,0.0,,2.0,10.0,146.0,65.0,62.0,19.0,georgia,0.0
119,Seminole,21.0,0.0,,0.0,21.0,70.0,17.0,49.0,4.0,georgia,0.0
120,Stephens,35.0,1.0,,3.0,24.0,312.0,77.0,229.0,6.0,georgia,0.0
121,Stewart,0.0,0.0,,0.0,0.0,3.0,0.0,2.0,1.0,georgia,0.0
122,Sumter,33.0,0.0,,4.0,23.0,212.0,60.0,137.0,15.0,georgia,0.0
123,Talbot,6.0,0.0,,0.0,6.0,67.0,30.0,31.0,6.0,georgia,0.0
124,Taliaferro,2.0,0.0,,1.0,1.0,30.0,11.0,17.0,2.0,georgia,0.0
125,Tattnall,29.0,1.0,,4.0,20.0,244.0,72.0,163.0,9.0,georgia,0.0
126,Taylor,9.0,0.0,,0.0,9.0,80.0,32.0,39.0,9.0,georgia,1.0
127,Thomas,63.0,0.0,,12.0,44.0,484.0,147.0,289.0,48.0,georgia,6.0
128,Tift,95.0,3.0,,13.0,75.0,711.0,183.0,500.0,28.0,georgia,0.0
129,Towns,39.0,1.0,,0.0,38.0,128.0,52.0,70.0,6.0,georgia,0.0
130,Treutlen,2.0,0.0,,0.0,2.0,54.0,16.0,33.0,5.0,georgia,0.0
131,Troup,42.0,0.0,,7.0,25.0,665.0,159.0,455.0,51.0,georgia,0.0
132,Turner,7.0,0.0,,0.0,6.0,43.0,12.0,27.0,4.0,georgia,0.0
133,Union,21.0,0.0,,1.0,16.0,243.0,60.0,160.0,23.0,georgia,0.0
134,Upson,30.0,0.0,,8.0,19.0,262.0,58.0,181.0,23.0,georgia,0.0
135,Ware,82.0,0.0,,12.0,66.0,604.0,143.0,440.0,21.0,georgia,9.0
136,Warren,10.0,0.0,,1.0,8.0,62.0,21.0,36.0,5.0,georgia,0.0
137,Washington,14.0,0.0,,1.0,13.0,131.0,35.0,84.0,12.0,georgia,0.0
138,Wayne,149.0,1.0,,4.0,138.0,731.0,169.0,528.0,34.0,georgia,2.0
139,Webster,1.0,0.0,,0.0,1.0,7.0,3.0,4.0,0.0,georgia,0.0
140,White,30.0,0.0,,0.0,28.0,287.0,80.0,177.0,30.0,georgia,0.0
141,Wilcox,12.0,0.0,,0.0,11.0,61.0,34.0,27.0,0.0,georgia,0.0
142,Wilkes,30.0,1.0,,4.0,23.0,21.0,7.0,13.0,1.0,georgia,1.0
143,Wilkinson,13.0,2.0,,0.0,11.0,40.0,12.0,20.0,8.0,georgia,3.0
144,,,,,,,,,,,georgia,0.0
0,Anderson,99.0,0.0,2.0,6.0,91.0,550.0,188.0,303.0,59.0,tennessee,5.0
1,Blount,412.0,3.0,20.0,27.0,362.0,1281.0,410.0,773.0,98.0,tennessee,13.0
2,Bradley,204.0,1.0,9.0,13.0,181.0,966.0,263.0,584.0,119.0,tennessee,1.0
3,Campbell,108.0,0.0,22.0,4.0,82.0,601.0,221.0,325.0,55.0,tennessee,3.0
4,Cannon,15.0,0.0,0.0,1.0,14.0,107.0,42.0,52.0,13.0,tennessee,2.0
5,Carter,57.0,1.0,2.0,4.0,50.0,385.0,107.0,242.0,36.0,tennessee,0.0
6,Cheatham,84.0,2.0,9.0,6.0,67.0,535.0,139.0,345.0,51.0,tennessee,3.0
7,Chester,18.0,0.0,1.0,0.0,17.0,108.0,38.0,59.0,11.0,tennessee,1.0
8,Crockett,25.0,0.0,0.0,0.0,25.0,147.0,49.0,87.0,11.0,tennessee,1.0
9,Dickson,116.0,2.0,12.0,4.0,98.0,478.0,201.0,232.0,45.0,tennessee,4.0
10,Fayette,60.0,1.0,1.0,7.0,51.0,347.0,116.0,189.0,42.0,tennessee,0.0
11,Grainger,43.0,0.0,5.0,0.0,38.0,211.0,75.0,118.0,18.0,tennessee,3.0
12,Hamblen,111.0,0.0,7.0,5.0,99.0,458.0,148.0,251.0,59.0,tennessee,5.0
13,Hamilton,283.0,2.0,38.0,17.0,226.0,1673.0,419.0,1088.0,166.0,tennessee,3.0
14,Hartsville/Trousdale,41.0,0.0,4.0,0.0,37.0,197.0,33.0,150.0,14.0,tennessee,0.0
15,Hawkins,74.0,2.0,7.0,1.0,64.0,573.0,176.0,337.0,60.0,tennessee,3.0
16,Hickman,81.0,0.0,7.0,1.0,73.0,430.0,137.0,251.0,42.0,tennessee,1.0
17,Jefferson,71.0,1.0,5.0,3.0,62.0,469.0,146.0,277.0,46.0,tennessee,4.0
18,Knox,698.0,8.0,30.0,72.0,588.0,4318.0,954.0,2962.0,402.0,tennessee,24.0
19,Loudon,80.0,1.0,2.0,2.0,75.0,445.0,120.0,274.0,51.0,tennessee,2.0
20,Macon,55.0,1.0,3.0,0.0,51.0,207.0,73.0,112.0,22.0,tennessee,1.0
21,Madison,130.0,0.0,7.0,4.0,119.0,572.0,227.0,304.0,41.0,tennessee,2.0
22,Marion,53.0,0.0,1.0,1.0,51.0,270.0,83.0,136.0,51.0,tennessee,0.0
23,Maury,136.0,2.0,19.0,9.0,106.0,441.0,100.0,292.0,49.0,tennessee,4.0
24,Montgomery,113.0,2.0,5.0,4.0,102.0,599.0,149.0,413.0,37.0,tennessee,3.0
25,Morgan,49.0,2.0,3.0,4.0,40.0,334.0,121.0,170.0,43.0,tennessee,2.0
26,Polk,34.0,0.0,1.0,1.0,32.0,393.0,138.0,205.0,50.0,tennessee,2.0
27,Roane,57.0,0.0,2.0,5.0,50.0,447.0,179.0,232.0,36.0,tennessee,1.0
28,Robertson,64.0,1.0,5.0,3.0,55.0,211.0,69.0,123.0,19.0,tennessee,2.0
29,Rutherford,261.0,0.0,18.0,9.0,234.0,750.0,178.0,510.0,62.0,tennessee,11.0
30,Sequatchie,41.0,0.0,3.0,0.0,38.0,121.0,29.0,61.0,31.0,tennessee,2.0
31,Shelby,607.0,18.0,28.0,105.0,456.0,2490.0,667.0,1631.0,192.0,tennessee,15.0
32,Smith,32.0,0.0,3.0,4.0,25.0,176.0,61.0,100.0,15.0,tennessee,2.0
33,Sullivan,324.0,0.0,46.0,19.0,259.0,1152.0,276.0,721.0,155.0,tennessee,16.0
34,Sumner,113.0,4.0,20.0,3.0,86.0,531.0,121.0,371.0,39.0,tennessee,8.0
35,Tipton,161.0,2.0,16.0,12.0,131.0,567.0,147.0,351.0,69.0,tennessee,4.0
36,Unicoi,30.0,0.0,1.0,2.0,27.0,199.0,30.0,155.0,14.0,tennessee,2.0
37,Union,39.0,0.0,9.0,3.0,27.0,345.0,114.0,202.0,29.0,tennessee,6.0
38,Washington,164.0,0.0,14.0,7.0,143.0,736.0,218.0,460.0,58.0,tennessee,6.0
39,Williamson,70.0,2.0,9.0,2.0,57.0,346.0,93.0,234.0,19.0,tennessee,0.0
40,Wilson,113.0,1.0,6.0,3.0,103.0,725.0,243.0,413.0,69.0,tennessee,0.0
41,Bedford,76.0,1.0,7.0,0.0,68.0,283.0,84.0,168.0,31.0,tennessee,3.0
42,Benton,7.0,1.0,0.0,0.0,6.0,180.0,60.0,111.0,9.0,tennessee,0.0
43,Bledsoe,18.0,1.0,2.0,0.0,15.0,109.0,17.0,63.0,29.0,tennessee,0.0
44,Carroll,42.0,1.0,5.0,1.0,35.0,142.0,63.0,58.0,21.0,tennessee,0.0
45,Claiborne,55.0,0.0,3.0,10.0,42.0,431.0,184.0,200.0,47.0,tennessee,2.0
46,Clay,16.0,0.0,0.0,0.0,16.0,47.0,11.0,26.0,10.0,tennessee,1.0
47,Cocke,144.0,3.0,6.0,8.0,127.0,530.0,193.0,282.0,55.0,tennessee,9.0
48,Coffee,70.0,1.0,3.0,1.0,65.0,275.0,103.0,151.0,21.0,tennessee,2.0
49,Cumberland,50.0,0.0,1.0,2.0,47.0,746.0,224.0,426.0,96.0,tennessee,5.0
50,Decatur,22.0,0.0,1.0,3.0,18.0,189.0,86.0,80.0,23.0,tennessee,1.0
51,DeKalb,28.0,0.0,2.0,2.0,24.0,155.0,38.0,97.0,20.0,tennessee,0.0
52,Dyer,47.0,0.0,8.0,3.0,36.0,342.0,71.0,244.0,27.0,tennessee,1.0
53,Fentress,21.0,0.0,6.0,0.0,15.0,217.0,24.0,172.0,21.0,tennessee,0.0
54,Franklin,51.0,0.0,2.0,1.0,48.0,161.0,36.0,107.0,18.0,tennessee,3.0
55,Gibson,60.0,0.0,3.0,2.0,55.0,241.0,58.0,156.0,27.0,tennessee,2.0
56,Giles,46.0,0.0,6.0,3.0,37.0,195.0,70.0,105.0,20.0,tennessee,2.0
57,Greene,156.0,1.0,5.0,15.0,135.0,1015.0,293.0,567.0,155.0,tennessee,11.0
58,Grundy,54.0,0.0,4.0,0.0,50.0,192.0,92.0,72.0,28.0,tennessee,3.0
59,Hancock,3.0,0.0,1.0,0.0,2.0,73.0,17.0,45.0,11.0,tennessee,1.0
60,Hardeman,57.0,2.0,5.0,8.0,42.0,283.0,127.0,123.0,33.0,tennessee,6.0
61,Hardin,59.0,1.0,1.0,5.0,52.0,303.0,116.0,150.0,37.0,tennessee,0.0
62,Haywood,34.0,1.0,5.0,5.0,23.0,148.0,61.0,76.0,11.0,tennessee,0.0
63,Henderson,66.0,0.0,4.0,3.0,59.0,289.0,120.0,141.0,28.0,tennessee,1.0
64,Henry,60.0,2.0,5.0,3.0,50.0,452.0,181.0,233.0,38.0,tennessee,0.0
65,Houston,11.0,0.0,0.0,0.0,11.0,57.0,18.0,37.0,2.0,tennessee,0.0
66,Humphreys,35.0,0.0,8.0,2.0,25.0,195.0,87.0,100.0,8.0,tennessee,1.0
67,Jackson,14.0,0.0,1.0,0.0,13.0,132.0,44.0,72.0,16.0,tennessee,0.0
68,Johnson,116.0,0.0,0.0,2.0,114.0,221.0,88.0,112.0,21.0,tennessee,5.0
69,Lake,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,tennessee,0.0
70,Lauderdale,37.0,0.0,0.0,2.0,35.0,309.0,102.0,180.0,27.0,tennessee,5.0
71,Lawrence,86.0,1.0,15.0,4.0,66.0,429.0,147.0,238.0,44.0,tennessee,3.0
72,Lewis,29.0,0.0,0.0,0.0,29.0,159.0,57.0,84.0,18.0,tennessee,0.0
73,Lincoln,101.0,0.0,8.0,4.0,89.0,348.0,122.0,198.0,28.0,tennessee,3.0
74,Marshall,25.0,0.0,0.0,2.0,23.0,70.0,19.0,44.0,7.0,tennessee,0.0
75,McMinn,117.0,0.0,8.0,5.0,104.0,671.0,198.0,362.0,111.0,tennessee,8.0
76,McNairy,56.0,0.0,7.0,0.0,49.0,327.0,52.0,230.0,45.0,tennessee,4.0
77,Meigs,40.0,1.0,2.0,2.0,35.0,272.0,84.0,148.0,40.0,tennessee,2.0
78,Monroe,160.0,0.0,6.0,5.0,149.0,881.0,264.0,501.0,116.0,tennessee,1.0
79,Moore,7.0,0.0,1.0,1.0,5.0,67.0,5.0,61.0,1.0,tennessee,1.0
80,Obion,40.0,0.0,5.0,0.0,35.0,209.0,48.0,149.0,12.0,tennessee,4.0
81,Overton,19.0,0.0,2.0,0.0,17.0,214.0,32.0,171.0,11.0,tennessee,3.0
82,Perry,19.0,0.0,2.0,1.0,16.0,107.0,37.0,60.0,10.0,tennessee,1.0
83,Pickett,17.0,0.0,3.0,0.0,14.0,54.0,10.0,36.0,8.0,tennessee,2.0
84,Putnam,112.0,0.0,20.0,1.0,91.0,494.0,66.0,378.0,50.0,tennessee,6.0
85,Rhea,46.0,0.0,5.0,2.0,39.0,276.0,80.0,185.0,11.0,tennessee,3.0
86,Scott,37.0,1.0,2.0,0.0,34.0,174.0,76.0,74.0,24.0,tennessee,2.0
87,Sevier,155.0,2.0,10.0,10.0,133.0,1146.0,344.0,671.0,131.0,tennessee,11.0
88,Stewart,57.0,2.0,6.0,0.0,49.0,133.0,73.0,49.0,11.0,tennessee,1.0
89,Van Buren,10.0,1.0,2.0,0.0,7.0,56.0,11.0,33.0,12.0,tennessee,0.0
90,Warren,60.0,0.0,4.0,1.0,55.0,377.0,100.0,237.0,40.0,tennessee,6.0
91,Wayne,37.0,2.0,2.0,0.0,33.0,68.0,32.0,28.0,8.0,tennessee,2.0
92,Weakley,21.0,1.0,2.0,0.0,18.0,136.0,74.0,51.0,11.0,tennessee,1.0
93,White,62.0,0.0,3.0,1.0,58.0,320.0,50.0,235.0,35.0,tennessee,5.0
0,Allegany,23.0,1.0,3.0,7.0,12.0,336.0,52.0,276.0,8.0,maryland,0.0
1,Anne Arundel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maryland,0.0
2,Anne Arundel County Police Department,2053.0,14.0,143.0,492.0,1404.0,11642.0,1767.0,9302.0,573.0,maryland,33.0
3,Baltimore County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maryland,0.0
4,Baltimore County Police Department,4397.0,35.0,318.0,1497.0,2547.0,23344.0,3681.0,17599.0,2064.0,maryland,163.0
5,Calvert,121.0,1.0,14.0,12.0,94.0,1070.0,223.0,810.0,37.0,maryland,9.0
6,Carroll,100.0,2.0,20.0,9.0,69.0,807.0,190.0,584.0,33.0,maryland,0.0
7,Cecil,90.0,2.0,10.0,16.0,62.0,619.0,179.0,395.0,45.0,maryland,1.0
8,Charles,527.0,6.0,38.0,126.0,357.0,2305.0,344.0,1803.0,158.0,maryland,31.0
9,Frederick,185.0,1.0,13.0,30.0,141.0,1485.0,251.0,1180.0,54.0,maryland,0.0
10,Harford,384.0,6.0,24.0,81.0,273.0,2430.0,453.0,1915.0,62.0,maryland,0.0
11,Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maryland,0.0
12,Howard County Police Department,712.0,6.0,66.0,201.0,439.0,5522.0,840.0,4379.0,303.0,maryland,3.0
13,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maryland,0.0
14,Montgomery County Police Department,1749.0,14.0,331.0,659.0,745.0,15066.0,1855.0,12374.0,837.0,maryland,62.0
15,Prince George's ,10.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,maryland,0.0
16,Queen Anne's,72.0,0.0,6.0,11.0,55.0,472.0,106.0,355.0,11.0,maryland,4.0
17,Somerset,24.0,0.0,2.0,1.0,21.0,52.0,15.0,35.0,2.0,maryland,0.0
18,St. Mary's,202.0,2.0,21.0,28.0,151.0,1814.0,378.0,1372.0,64.0,maryland,2.0
19,Washington,193.0,0.0,7.0,35.0,151.0,1721.0,416.0,1201.0,104.0,maryland,4.0
20,Wicomico,105.0,1.0,6.0,24.0,74.0,644.0,172.0,442.0,30.0,maryland,2.0
21,Worcester,13.0,2.0,2.0,5.0,4.0,249.0,63.0,178.0,8.0,maryland,0.0
22,Caroline,17.0,0.0,2.0,1.0,14.0,200.0,67.0,124.0,9.0,maryland,0.0
23,Dorchester,10.0,1.0,0.0,1.0,8.0,203.0,55.0,132.0,16.0,maryland,0.0
24,Garrett,45.0,0.0,1.0,0.0,44.0,239.0,46.0,187.0,6.0,maryland,1.0
25,Kent,8.0,0.0,1.0,3.0,4.0,130.0,53.0,75.0,2.0,maryland,0.0
26,Talbot,22.0,0.0,11.0,0.0,11.0,175.0,55.0,119.0,1.0,maryland,1.0
27,,,,,,,,,,,maryland,0.0
0,Black Hawk,29.0,0.0,4.0,0.0,25.0,144.0,64.0,65.0,15.0,iowa,1.0
1,Bremer,11.0,0.0,2.0,0.0,9.0,42.0,15.0,24.0,3.0,iowa,0.0
2,Dallas,43.0,0.0,7.0,1.0,35.0,126.0,26.0,89.0,11.0,iowa,0.0
3,Dubuque,20.0,1.0,5.0,2.0,12.0,186.0,72.0,98.0,16.0,iowa,0.0
4,Grundy,9.0,0.0,0.0,0.0,9.0,66.0,21.0,44.0,1.0,iowa,1.0
5,Guthrie,0.0,0.0,0.0,0.0,0.0,35.0,10.0,23.0,2.0,iowa,0.0
6,Harrison,4.0,0.0,0.0,0.0,4.0,53.0,10.0,37.0,6.0,iowa,1.0
7,Johnson,91.0,0.0,24.0,2.0,65.0,168.0,55.0,100.0,13.0,iowa,0.0
