,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson,State,Rape
14,Bent,17.0,1.0,1.0,12.0,166.0,57.0,96.0,13.0,1.0,colorado,3.0
15,Chaffee,3.0,0.0,0.0,1.0,57.0,10.0,38.0,9.0,0.0,colorado,2.0
16,Cheyenne,3.0,0.0,0.0,3.0,14.0,2.0,12.0,0.0,0.0,colorado,0.0
17,Crowley,5.0,0.0,0.0,4.0,61.0,25.0,30.0,6.0,1.0,colorado,1.0
18,Custer,8.0,0.0,0.0,8.0,67.0,7.0,53.0,7.0,1.0,colorado,0.0
19,Dolores,1.0,0.0,0.0,1.0,22.0,13.0,5.0,4.0,0.0,colorado,0.0
20,Eagle,28.0,0.0,0.0,16.0,190.0,25.0,154.0,11.0,2.0,colorado,12.0
21,Fremont,35.0,1.0,1.0,24.0,198.0,51.0,110.0,37.0,0.0,colorado,9.0
22,Garfield,70.0,0.0,4.0,51.0,205.0,55.0,130.0,20.0,4.0,colorado,15.0
23,Gunnison,6.0,0.0,0.0,5.0,21.0,2.0,15.0,4.0,0.0,colorado,1.0
24,Huerfano,24.0,0.0,1.0,19.0,151.0,51.0,78.0,22.0,1.0,colorado,4.0
25,Kiowa,2.0,0.0,0.0,2.0,14.0,4.0,8.0,2.0,0.0,colorado,0.0
26,Kit Carson,4.0,1.0,0.0,2.0,42.0,19.0,21.0,2.0,1.0,colorado,1.0
27,La Plata,50.0,1.0,0.0,30.0,197.0,54.0,125.0,18.0,3.0,colorado,19.0
28,Las Animas,16.0,1.0,0.0,14.0,53.0,18.0,31.0,4.0,2.0,colorado,1.0
29,Logan,33.0,1.0,0.0,25.0,109.0,51.0,42.0,16.0,1.0,colorado,7.0
30,Moffat,15.0,0.0,0.0,15.0,10.0,1.0,9.0,0.0,0.0,colorado,0.0
31,Montezuma,15.0,1.0,1.0,12.0,136.0,52.0,71.0,13.0,1.0,colorado,1.0
32,Montrose,20.0,0.0,0.0,17.0,176.0,59.0,108.0,9.0,1.0,colorado,3.0
33,Morgan,21.0,1.0,0.0,11.0,127.0,49.0,66.0,12.0,3.0,colorado,9.0
34,Otero,21.0,4.0,0.0,10.0,92.0,24.0,47.0,21.0,0.0,colorado,7.0
35,Phillips,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,colorado,0.0
36,Pitkin,2.0,0.0,0.0,0.0,23.0,2.0,19.0,2.0,0.0,colorado,2.0
37,Prowers,2.0,0.0,0.0,2.0,16.0,3.0,9.0,4.0,0.0,colorado,0.0
38,Rio Grande,3.0,0.0,1.0,2.0,55.0,17.0,31.0,7.0,0.0,colorado,0.0
39,Routt,5.0,1.0,0.0,3.0,48.0,8.0,37.0,3.0,0.0,colorado,1.0
40,San Juan,1.0,0.0,0.0,1.0,9.0,0.0,6.0,3.0,0.0,colorado,0.0
41,San Miguel,2.0,0.0,0.0,2.0,5.0,2.0,3.0,0.0,0.0,colorado,0.0
42,Summit,36.0,0.0,1.0,19.0,237.0,44.0,189.0,4.0,2.0,colorado,16.0
43,Washington,3.0,1.0,1.0,1.0,74.0,7.0,52.0,15.0,0.0,colorado,0.0
0,Clackamas,446.0,8.0,92.0,266.0,4651.0,600.0,3461.0,590.0,17.0,oregon,80.0
1,Deschutes,86.0,1.0,3.0,63.0,654.0,109.0,475.0,70.0,5.0,oregon,19.0
2,Jackson,128.0,10.0,12.0,86.0,1274.0,312.0,833.0,129.0,10.0,oregon,20.0
3,Josephine,45.0,0.0,3.0,31.0,394.0,76.0,148.0,170.0,3.0,oregon,11.0
4,Linn,56.0,5.0,8.0,34.0,705.0,167.0,451.0,87.0,14.0,oregon,9.0
5,Marion3,,6.0,34.0,48.0,2409.0,332.0,1666.0,411.0,0.0,oregon,0.0
6,Multnomah,165.0,3.0,23.0,109.0,1696.0,155.0,1255.0,286.0,4.0,oregon,30.0
7,Polk,52.0,0.0,5.0,44.0,295.0,88.0,187.0,20.0,4.0,oregon,3.0
8,Washington,349.0,3.0,31.0,207.0,2480.0,406.0,1791.0,283.0,30.0,oregon,108.0
9,Yamhill,41.0,0.0,5.0,23.0,473.0,100.0,327.0,46.0,8.0,oregon,13.0
10,Baker,10.0,0.0,0.0,9.0,59.0,14.0,39.0,6.0,0.0,oregon,1.0
11,Clatsop,28.0,0.0,0.0,22.0,166.0,34.0,125.0,7.0,2.0,oregon,6.0
12,Coos,40.0,0.0,4.0,32.0,506.0,108.0,346.0,52.0,6.0,oregon,4.0
13,Crook,17.0,3.0,0.0,14.0,126.0,23.0,93.0,10.0,1.0,oregon,0.0
14,Curry,42.0,0.0,0.0,39.0,254.0,59.0,163.0,32.0,1.0,oregon,3.0
15,Douglas,153.0,0.0,10.0,120.0,889.0,235.0,455.0,199.0,12.0,oregon,23.0
16,Gilliam4,9.0,0.0,0.0,6.0,52.0,14.0,36.0,2.0,0.0,oregon,3.0
17,Harney,1.0,0.0,0.0,0.0,21.0,6.0,12.0,3.0,0.0,oregon,1.0
18,Jefferson,8.0,1.0,1.0,4.0,172.0,44.0,109.0,19.0,3.0,oregon,2.0
19,Lake,9.0,0.0,0.0,8.0,88.0,30.0,49.0,9.0,0.0,oregon,1.0
20,Lincoln,44.0,1.0,0.0,37.0,271.0,91.0,165.0,15.0,4.0,oregon,6.0
21,Malheur,17.0,0.0,1.0,13.0,192.0,35.0,116.0,41.0,2.0,oregon,3.0
22,Morrow,20.0,0.0,0.0,16.0,112.0,26.0,70.0,16.0,2.0,oregon,4.0
23,Sherman,0.0,0.0,0.0,0.0,42.0,6.0,33.0,3.0,0.0,oregon,0.0
24,Umatilla,43.0,0.0,3.0,33.0,410.0,152.0,207.0,51.0,10.0,oregon,7.0
25,Union,8.0,0.0,0.0,7.0,209.0,64.0,129.0,16.0,5.0,oregon,1.0
26,Wasco,22.0,0.0,1.0,19.0,132.0,32.0,89.0,11.0,0.0,oregon,2.0
27,,,,,,,,,,0.0,oregon,0.0
28,,,,,,,,,,0.0,oregon,0.0
0,Allegheny,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
1,Berks,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
2,Bucks,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,pennsylvania,0.0
3,Erie,5.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,pennsylvania,0.0
4,Lancaster,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
5,Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
6,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
7,Elk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
8,Snyder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
0,Alexander,6.0,0.0,0.0,5.0,53.0,15.0,37.0,1.0,0.0,illinois,1.0
1,Boone,27.0,0.0,1.0,14.0,146.0,34.0,103.0,9.0,0.0,illinois,12.0
2,Champaign,48.0,0.0,9.0,15.0,405.0,130.0,251.0,24.0,1.0,illinois,24.0
3,Clinton,9.0,0.0,1.0,7.0,73.0,12.0,58.0,3.0,0.0,illinois,1.0
4,Cook,231.0,4.0,37.0,129.0,1035.0,156.0,745.0,134.0,11.0,illinois,61.0
5,DeKalb,28.0,0.0,7.0,18.0,85.0,42.0,42.0,1.0,0.0,illinois,3.0
6,DuPage,81.0,1.0,12.0,47.0,434.0,120.0,272.0,42.0,2.0,illinois,21.0
7,Fulton,29.0,0.0,4.0,23.0,155.0,60.0,87.0,8.0,0.0,illinois,2.0
8,Grundy,20.0,1.0,2.0,11.0,79.0,19.0,58.0,2.0,2.0,illinois,6.0
9,Henry,6.0,0.0,0.0,6.0,51.0,11.0,36.0,4.0,0.0,illinois,0.0
10,Jackson,29.0,0.0,1.0,20.0,299.0,115.0,163.0,21.0,0.0,illinois,8.0
11,Jersey,25.0,0.0,0.0,10.0,115.0,37.0,67.0,11.0,0.0,illinois,15.0
12,Johnson,26.0,0.0,1.0,23.0,93.0,29.0,50.0,14.0,0.0,illinois,2.0
13,Kane,87.0,1.0,9.0,65.0,280.0,87.0,171.0,22.0,0.0,illinois,12.0
14,Kankakee,56.0,1.0,8.0,38.0,250.0,80.0,151.0,19.0,6.0,illinois,9.0
15,Kendall,52.0,0.0,7.0,26.0,225.0,27.0,193.0,5.0,1.0,illinois,19.0
16,Lake,104.0,1.0,13.0,63.0,771.0,194.0,501.0,76.0,3.0,illinois,27.0
17,Macon,38.0,0.0,3.0,30.0,282.0,60.0,210.0,12.0,3.0,illinois,5.0
18,Macoupin,10.0,0.0,4.0,6.0,250.0,55.0,180.0,15.0,1.0,illinois,0.0
19,Madison,126.0,0.0,8.0,96.0,1059.0,223.0,751.0,85.0,1.0,illinois,22.0
20,Marshall,3.0,0.0,0.0,2.0,24.0,14.0,7.0,3.0,1.0,illinois,1.0
21,McHenry,65.0,1.0,3.0,44.0,257.0,63.0,179.0,15.0,1.0,illinois,17.0
22,McLean,30.0,0.0,1.0,17.0,117.0,27.0,77.0,13.0,3.0,illinois,12.0
23,Menard,10.0,0.0,0.0,7.0,51.0,8.0,40.0,3.0,22.0,illinois,3.0
24,Monroe,9.0,0.0,0.0,6.0,34.0,16.0,15.0,3.0,0.0,illinois,3.0
25,Peoria,55.0,0.0,8.0,35.0,866.0,162.0,616.0,88.0,4.0,illinois,12.0
26,Piatt,16.0,0.0,0.0,11.0,63.0,37.0,20.0,6.0,0.0,illinois,5.0
27,Rock Island,54.0,0.0,2.0,35.0,222.0,53.0,154.0,15.0,1.0,illinois,17.0
28,Sangamon,204.0,1.0,22.0,160.0,467.0,209.0,196.0,62.0,1.0,illinois,21.0
29,Stark,9.0,0.0,0.0,9.0,33.0,18.0,12.0,3.0,0.0,illinois,0.0
30,Vermilion,87.0,0.0,2.0,66.0,403.0,135.0,249.0,19.0,4.0,illinois,19.0
31,Will,125.0,2.0,21.0,78.0,658.0,119.0,411.0,128.0,7.0,illinois,24.0
32,Williamson,8.0,2.0,1.0,1.0,248.0,45.0,183.0,20.0,1.0,illinois,4.0
33,Winnebago,123.0,3.0,9.0,84.0,517.0,161.0,314.0,42.0,4.0,illinois,27.0
34,Woodford,24.0,5.0,1.0,15.0,104.0,37.0,62.0,5.0,1.0,illinois,3.0
35,Brown,1.0,0.0,0.0,1.0,10.0,2.0,8.0,0.0,0.0,illinois,0.0
36,Bureau,29.0,0.0,0.0,19.0,113.0,28.0,73.0,12.0,4.0,illinois,10.0
37,Carroll,9.0,0.0,0.0,8.0,21.0,8.0,12.0,1.0,1.0,illinois,1.0
38,Cass,2.0,0.0,0.0,2.0,30.0,9.0,20.0,1.0,0.0,illinois,0.0
39,Clay,5.0,0.0,0.0,5.0,43.0,17.0,19.0,7.0,1.0,illinois,0.0
40,Coles,16.0,0.0,0.0,11.0,98.0,21.0,66.0,11.0,1.0,illinois,5.0
41,Crawford,6.0,0.0,0.0,5.0,76.0,15.0,59.0,2.0,0.0,illinois,1.0
42,Cumberland,1.0,0.0,0.0,1.0,13.0,7.0,5.0,1.0,0.0,illinois,0.0
43,Douglas,8.0,0.0,0.0,6.0,30.0,13.0,15.0,2.0,0.0,illinois,2.0
44,Edgar,4.0,0.0,0.0,3.0,32.0,11.0,17.0,4.0,0.0,illinois,1.0
45,Effingham,16.0,0.0,0.0,16.0,107.0,23.0,69.0,15.0,0.0,illinois,0.0
46,Fayette,14.0,0.0,0.0,10.0,50.0,14.0,23.0,13.0,0.0,illinois,4.0
47,Ford,11.0,0.0,0.0,10.0,52.0,18.0,34.0,0.0,0.0,illinois,1.0
48,Franklin,14.0,0.0,0.0,14.0,217.0,56.0,151.0,10.0,0.0,illinois,0.0
49,Gallatin,5.0,0.0,0.0,5.0,38.0,8.0,23.0,7.0,0.0,illinois,0.0
50,Greene,9.0,0.0,0.0,9.0,20.0,4.0,15.0,1.0,1.0,illinois,0.0
51,Hamilton,7.0,0.0,0.0,4.0,42.0,6.0,33.0,3.0,0.0,illinois,3.0
52,Iroquois,19.0,3.0,0.0,14.0,142.0,48.0,74.0,20.0,1.0,illinois,2.0
53,Jasper,48.0,0.0,1.0,34.0,56.0,32.0,18.0,6.0,1.0,illinois,13.0
54,Jefferson,59.0,0.0,2.0,53.0,286.0,102.0,156.0,28.0,4.0,illinois,4.0
55,Jo Daviess,6.0,0.0,1.0,3.0,74.0,27.0,43.0,4.0,0.0,illinois,2.0
56,Knox,51.0,0.0,0.0,42.0,171.0,72.0,81.0,18.0,1.0,illinois,9.0
57,La Salle,33.0,0.0,0.0,21.0,167.0,45.0,110.0,12.0,2.0,illinois,12.0
58,Lee,21.0,0.0,0.0,21.0,81.0,11.0,63.0,7.0,1.0,illinois,0.0
59,Livingston,28.0,0.0,2.0,18.0,96.0,33.0,57.0,6.0,1.0,illinois,8.0
60,Logan,11.0,0.0,0.0,10.0,63.0,29.0,31.0,3.0,0.0,illinois,1.0
61,Marion,43.0,1.0,4.0,28.0,202.0,100.0,86.0,16.0,0.0,illinois,10.0
62,Mason,12.0,0.0,0.0,10.0,85.0,16.0,66.0,3.0,1.0,illinois,2.0
63,McDonough,8.0,0.0,0.0,8.0,19.0,9.0,9.0,1.0,0.0,illinois,0.0
64,Montgomery,42.0,0.0,0.0,37.0,133.0,51.0,79.0,3.0,1.0,illinois,5.0
65,Morgan,11.0,0.0,2.0,6.0,108.0,57.0,45.0,6.0,0.0,illinois,3.0
66,Moultrie,8.0,0.0,0.0,6.0,38.0,15.0,20.0,3.0,0.0,illinois,2.0
67,Ogle,13.0,0.0,0.0,13.0,149.0,46.0,101.0,2.0,0.0,illinois,0.0
68,Perry,7.0,0.0,0.0,4.0,67.0,26.0,37.0,4.0,0.0,illinois,3.0
69,Pike,15.0,0.0,1.0,8.0,37.0,14.0,22.0,1.0,0.0,illinois,6.0
70,Putnam,1.0,0.0,0.0,1.0,19.0,5.0,14.0,0.0,0.0,illinois,0.0
71,Randolph,4.0,0.0,0.0,3.0,18.0,5.0,12.0,1.0,0.0,illinois,1.0
72,Schuyler,3.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,0.0,illinois,0.0
73,Scott,0.0,0.0,0.0,0.0,15.0,5.0,6.0,4.0,0.0,illinois,0.0
74,Shelby,1.0,0.0,0.0,0.0,49.0,16.0,33.0,0.0,0.0,illinois,1.0
75,Stephenson,36.0,2.0,1.0,20.0,87.0,21.0,62.0,4.0,1.0,illinois,13.0
76,Wabash,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,illinois,0.0
77,Wayne,15.0,0.0,1.0,10.0,108.0,40.0,56.0,12.0,0.0,illinois,4.0
0,Andrew,1.0,0.0,0.0,1.0,41.0,12.0,24.0,5.0,0.0,missouri,0.0
1,Bates,34.0,0.0,1.0,27.0,120.0,51.0,69.0,0.0,0.0,missouri,6.0
2,Buchanan,41.0,0.0,2.0,22.0,213.0,38.0,113.0,62.0,4.0,missouri,17.0
3,Caldwell,20.0,2.0,0.0,18.0,87.0,21.0,54.0,12.0,0.0,missouri,0.0
4,Christian,64.0,0.0,1.0,58.0,250.0,85.0,137.0,28.0,0.0,missouri,5.0
5,Clinton,16.0,0.0,1.0,11.0,53.0,12.0,36.0,5.0,0.0,missouri,4.0
6,Cole,34.0,1.0,1.0,32.0,381.0,62.0,286.0,33.0,1.0,missouri,0.0
7,Dallas,5.0,0.0,0.0,5.0,23.0,6.0,12.0,5.0,0.0,missouri,0.0
8,DeKalb,5.0,1.0,0.0,4.0,51.0,16.0,25.0,10.0,1.0,missouri,0.0
9,Franklin3,37.0,0.0,2.0,31.0,,,135.0,55.0,3.0,missouri,4.0
10,Howard4,17.0,0.0,1.0,14.0,35.0,8.0,22.0,5.0,0.0,missouri,2.0
11,Jefferson,386.0,3.0,27.0,320.0,2722.0,621.0,1656.0,445.0,12.0,missouri,36.0
12,Platte,48.0,0.0,1.0,32.0,290.0,54.0,186.0,50.0,1.0,missouri,15.0
13,Polk,34.0,0.0,0.0,25.0,326.0,100.0,201.0,25.0,0.0,missouri,9.0
14,St. Charles4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,missouri,0.0
15,St. Charles County Police Department4,139.0,2.0,13.0,102.0,757.0,129.0,547.0,81.0,6.0,missouri,22.0
16,St. Louis County Police Department,1821.0,44.0,342.0,1247.0,8077.0,1365.0,5390.0,1322.0,58.0,missouri,188.0
17,Webster,9.0,1.0,0.0,8.0,178.0,61.0,97.0,20.0,0.0,missouri,0.0
18,Adair,5.0,0.0,0.0,5.0,97.0,45.0,45.0,7.0,1.0,missouri,0.0
19,Benton,22.0,2.0,0.0,19.0,214.0,70.0,114.0,30.0,0.0,missouri,1.0
20,Camden4,89.0,1.0,2.0,68.0,413.0,187.0,186.0,40.0,2.0,missouri,18.0
21,Carroll,6.0,0.0,0.0,5.0,32.0,12.0,9.0,11.0,0.0,missouri,1.0
22,Carter4,21.0,0.0,0.0,19.0,54.0,23.0,20.0,11.0,0.0,missouri,2.0
23,Cedar,36.0,0.0,0.0,33.0,53.0,16.0,37.0,0.0,1.0,missouri,3.0
24,Dade,45.0,0.0,0.0,45.0,65.0,25.0,36.0,4.0,1.0,missouri,0.0
25,Daviess,17.0,0.0,0.0,17.0,29.0,10.0,14.0,5.0,0.0,missouri,0.0
26,Dent,12.0,1.0,1.0,5.0,71.0,46.0,22.0,3.0,0.0,missouri,5.0
27,Gasconade,49.0,1.0,1.0,47.0,178.0,51.0,94.0,33.0,0.0,missouri,0.0
28,Gentry,1.0,0.0,0.0,1.0,30.0,14.0,11.0,5.0,0.0,missouri,0.0
29,Grundy,2.0,0.0,0.0,2.0,15.0,7.0,7.0,1.0,0.0,missouri,0.0
30,Harrison,3.0,0.0,0.0,3.0,33.0,17.0,12.0,4.0,0.0,missouri,0.0
31,Henry,78.0,0.0,1.0,72.0,267.0,117.0,112.0,38.0,9.0,missouri,5.0
32,Hickory,1.0,0.0,0.0,1.0,81.0,29.0,43.0,9.0,0.0,missouri,0.0
33,Howell,70.0,1.0,2.0,67.0,349.0,69.0,188.0,92.0,0.0,missouri,0.0
34,Iron,4.0,0.0,0.0,3.0,63.0,21.0,28.0,14.0,0.0,missouri,1.0
35,Laclede,49.0,0.0,1.0,35.0,333.0,86.0,197.0,50.0,1.0,missouri,13.0
36,Lawrence,17.0,1.0,3.0,11.0,224.0,69.0,130.0,25.0,0.0,missouri,2.0
37,Linn,8.0,0.0,0.0,8.0,20.0,7.0,11.0,2.0,0.0,missouri,0.0
38,Livingston,2.0,0.0,0.0,2.0,26.0,8.0,17.0,1.0,0.0,missouri,0.0
39,Macon,4.0,0.0,1.0,1.0,66.0,30.0,35.0,1.0,0.0,missouri,2.0
40,Madison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,missouri,0.0
41,Mercer,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,missouri,0.0
42,Oregon,29.0,0.0,0.0,26.0,91.0,43.0,33.0,15.0,0.0,missouri,3.0
43,Ozark,20.0,0.0,0.0,18.0,45.0,21.0,18.0,6.0,0.0,missouri,2.0
44,Pemiscot,22.0,2.0,2.0,14.0,80.0,26.0,43.0,11.0,0.0,missouri,4.0
45,Perry,31.0,0.0,0.0,31.0,39.0,19.0,13.0,7.0,0.0,missouri,0.0
46,Pulaski,157.0,0.0,4.0,141.0,346.0,103.0,205.0,38.0,0.0,missouri,12.0
47,Ralls,30.0,0.0,1.0,29.0,82.0,30.0,43.0,9.0,0.0,missouri,0.0
48,Randolph,11.0,0.0,0.0,10.0,101.0,31.0,57.0,13.0,1.0,missouri,1.0
49,Schuyler,4.0,1.0,0.0,3.0,36.0,6.0,25.0,5.0,0.0,missouri,0.0
50,Shannon,17.0,0.0,0.0,15.0,22.0,4.0,13.0,5.0,1.0,missouri,2.0
51,Shelby,3.0,0.0,0.0,2.0,8.0,3.0,4.0,1.0,0.0,missouri,1.0
52,St. Clair,15.0,0.0,2.0,11.0,111.0,32.0,64.0,15.0,2.0,missouri,2.0
53,Ste. Genevieve,53.0,0.0,0.0,46.0,128.0,23.0,88.0,17.0,0.0,missouri,7.0
54,Stoddard4,52.0,0.0,3.0,44.0,214.0,66.0,126.0,22.0,0.0,missouri,5.0
55,Taney,82.0,0.0,6.0,72.0,298.0,73.0,174.0,51.0,2.0,missouri,4.0
56,Texas,39.0,1.0,2.0,35.0,131.0,46.0,54.0,31.0,1.0,missouri,1.0
57,Wayne,23.0,0.0,0.0,21.0,171.0,58.0,91.0,22.0,2.0,missouri,2.0
58,Worth,6.0,0.0,0.0,6.0,6.0,0.0,4.0,2.0,0.0,missouri,0.0
59,,,,,,,,,,0.0,missouri,0.0
60,,,,,,,,,,0.0,missouri,0.0
0,Albemarle County Police Department,116.0,2.0,14.0,72.0,1267.0,113.0,1104.0,50.0,6.0,virginia,28.0
1,Amelia,26.0,0.0,4.0,19.0,172.0,35.0,107.0,30.0,1.0,virginia,3.0
2,Amherst,74.0,5.0,5.0,57.0,356.0,36.0,296.0,24.0,2.0,virginia,7.0
3,Appomattox,20.0,0.0,2.0,13.0,85.0,9.0,76.0,0.0,0.0,virginia,5.0
4,Arlington County Police Department,298.0,2.0,92.0,149.0,3085.0,158.0,2721.0,206.0,6.0,virginia,55.0
5,Augusta,90.0,0.0,5.0,70.0,801.0,182.0,539.0,80.0,3.0,virginia,15.0
6,Bedford,63.0,1.0,2.0,47.0,475.0,95.0,349.0,31.0,1.0,virginia,13.0
7,Botetourt,29.0,0.0,1.0,23.0,247.0,47.0,182.0,18.0,2.0,virginia,5.0
8,Charles City,4.0,1.0,0.0,1.0,40.0,13.0,23.0,4.0,0.0,virginia,2.0
9,Chesterfield County Police Department,458.0,12.0,146.0,185.0,5841.0,642.0,4887.0,312.0,30.0,virginia,115.0
10,Clarke,6.0,0.0,0.0,4.0,64.0,11.0,49.0,4.0,1.0,virginia,2.0
11,Craig,5.0,0.0,0.0,4.0,17.0,1.0,12.0,4.0,0.0,virginia,1.0
12,Dinwiddie,86.0,0.0,10.0,67.0,294.0,43.0,229.0,22.0,5.0,virginia,9.0
13,Fairfax County Police Department,957.0,14.0,346.0,430.0,13279.0,619.0,11822.0,838.0,30.0,virginia,167.0
14,Fauquier,40.0,1.0,1.0,24.0,284.0,30.0,246.0,8.0,1.0,virginia,14.0
15,Fluvanna,33.0,1.0,0.0,18.0,160.0,23.0,128.0,9.0,1.0,virginia,14.0
16,Franklin,56.0,2.0,4.0,36.0,565.0,98.0,384.0,83.0,3.0,virginia,14.0
17,Frederick,80.0,0.0,13.0,50.0,910.0,97.0,748.0,65.0,1.0,virginia,17.0
18,Giles,12.0,0.0,0.0,10.0,127.0,36.0,76.0,15.0,0.0,virginia,2.0
19,Gloucester,32.0,1.0,9.0,12.0,399.0,20.0,359.0,20.0,1.0,virginia,10.0
20,Goochland,13.0,1.0,0.0,5.0,160.0,17.0,135.0,8.0,1.0,virginia,7.0
21,Greene,19.0,1.0,0.0,8.0,195.0,21.0,164.0,10.0,3.0,virginia,10.0
22,Hanover,168.0,0.0,7.0,133.0,884.0,52.0,796.0,36.0,10.0,virginia,28.0
23,Henrico County Police Department,456.0,7.0,120.0,287.0,7887.0,561.0,6833.0,493.0,17.0,virginia,42.0
24,Isle of Wight,23.0,0.0,0.0,20.0,200.0,27.0,158.0,15.0,3.0,virginia,3.0
25,James City County Police Department,83.0,0.0,13.0,58.0,696.0,44.0,633.0,19.0,0.0,virginia,12.0
26,King and Queen,13.0,0.0,1.0,11.0,30.0,2.0,27.0,1.0,2.0,virginia,1.0
27,King William,13.0,0.0,2.0,10.0,85.0,14.0,68.0,3.0,0.0,virginia,1.0
28,Loudoun,393.0,0.0,36.0,189.0,2309.0,136.0,2019.0,154.0,24.0,virginia,168.0
29,Madison,12.0,0.0,0.0,5.0,67.0,7.0,52.0,8.0,0.0,virginia,7.0
30,Mathews,5.0,0.0,0.0,3.0,57.0,15.0,39.0,3.0,2.0,virginia,2.0
31,Montgomery,61.0,0.0,6.0,44.0,308.0,53.0,223.0,32.0,2.0,virginia,11.0
32,Nelson,26.0,0.0,0.0,18.0,166.0,27.0,123.0,16.0,0.0,virginia,8.0
33,New Kent,40.0,3.0,3.0,28.0,198.0,16.0,180.0,2.0,0.0,virginia,6.0
34,Powhatan,25.0,0.0,2.0,10.0,284.0,41.0,234.0,9.0,0.0,virginia,13.0
35,Prince George County Police Department,73.0,0.0,6.0,52.0,339.0,35.0,280.0,24.0,1.0,virginia,15.0
36,Prince William County Police Department,787.0,14.0,155.0,471.0,4723.0,425.0,3954.0,344.0,13.0,virginia,147.0
37,Pulaski,51.0,0.0,2.0,31.0,728.0,76.0,629.0,23.0,6.0,virginia,18.0
38,Rappahannock,4.0,0.0,0.0,3.0,16.0,2.0,13.0,1.0,0.0,virginia,1.0
39,Roanoke County Police Department,187.0,0.0,22.0,140.0,1207.0,146.0,979.0,82.0,0.0,virginia,25.0
40,Rockingham,41.0,0.0,1.0,15.0,369.0,88.0,265.0,16.0,4.0,virginia,25.0
41,Scott,21.0,0.0,4.0,9.0,201.0,39.0,140.0,22.0,3.0,virginia,8.0
42,Southampton,19.0,2.0,0.0,7.0,203.0,42.0,138.0,23.0,3.0,virginia,10.0
43,Spotsylvania,168.0,4.0,32.0,101.0,803.0,69.0,671.0,63.0,1.0,virginia,31.0
44,Stafford,338.0,6.0,47.0,212.0,1427.0,156.0,1203.0,68.0,7.0,virginia,73.0
45,Sussex,8.0,1.0,2.0,5.0,74.0,23.0,46.0,5.0,3.0,virginia,0.0
46,Warren,34.0,1.0,1.0,12.0,154.0,14.0,135.0,5.0,4.0,virginia,20.0
47,Washington,37.0,3.0,4.0,20.0,603.0,92.0,456.0,55.0,2.0,virginia,10.0
48,York,78.0,0.0,7.0,51.0,875.0,50.0,793.0,32.0,5.0,virginia,20.0
49,Accomack,100.0,6.0,25.0,59.0,333.0,81.0,243.0,9.0,2.0,virginia,10.0
50,Alleghany,14.0,0.0,1.0,8.0,88.0,25.0,59.0,4.0,2.0,virginia,5.0
51,Bath,3.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,1.0,virginia,0.0
52,Bland,5.0,0.0,0.0,4.0,37.0,7.0,26.0,4.0,1.0,virginia,1.0
53,Brunswick,9.0,0.0,1.0,7.0,81.0,17.0,59.0,5.0,3.0,virginia,1.0
54,Buchanan,47.0,1.0,4.0,31.0,281.0,51.0,199.0,31.0,4.0,virginia,11.0
55,Buckingham,13.0,1.0,0.0,7.0,122.0,31.0,80.0,11.0,2.0,virginia,5.0
56,Caroline,58.0,0.0,4.0,40.0,223.0,25.0,198.0,0.0,5.0,virginia,14.0
57,Carroll,36.0,3.0,0.0,28.0,166.0,27.0,117.0,22.0,0.0,virginia,5.0
58,Charlotte,20.0,0.0,3.0,12.0,122.0,29.0,77.0,16.0,1.0,virginia,5.0
59,Cumberland,11.0,1.0,1.0,9.0,41.0,9.0,27.0,5.0,1.0,virginia,0.0
60,Dickenson,17.0,2.0,0.0,15.0,33.0,5.0,20.0,8.0,1.0,virginia,0.0
61,Essex,19.0,0.0,0.0,19.0,44.0,17.0,17.0,10.0,0.0,virginia,0.0
62,Floyd,19.0,2.0,0.0,8.0,82.0,16.0,59.0,7.0,2.0,virginia,9.0
63,Grayson,26.0,3.0,0.0,17.0,169.0,35.0,103.0,31.0,2.0,virginia,6.0
64,Greensville,10.0,0.0,2.0,4.0,79.0,20.0,56.0,3.0,0.0,virginia,4.0
